Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gene (exp),instrument_name (run),Instrument,Library Name,library_strategy (exp),LibraryLayout,LibrarySelection,LibrarySource,material_type (exp),Organism,Platform,project (exp),project (run),region (run),ReleaseDate,run_barcode (run),run_name (run),Sample Name,screened (run),SRA Study,work_request (exp),work_request (run),geographic_location_(country_and/or_sea,region),gssr_id (exp),gssr_id (run),isolation_source,lsid (exp),lsid (run),sample_name,strain,Collection_Date,specific_host,sample_type (exp),gssr_ids (exp),gssr_ids (run)
SRR578541,AMPLICON,204,345274,PRJNA82111,SAMN01737594,1211258,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190541,16S V3-V5 region,pop,454 GS FLX Titanium,99443835,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8220,G8220,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7016,yes,SRP015953,23468,23468,missing,71078.1,71078.1,missing,BROAD:SEQUENCING_SAMPLE:71078.1,BROAD:SEQUENCING_SAMPLE:71078.1,7016,missing,,,,,,
SRR578542,AMPLICON,536,2494668,PRJNA82111,SAMN01737591,5688732,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190690,16S V3-V5 region,pop,454 GS FLX Titanium,99443820,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8235,G8235,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7267,yes,SRP015953,23468,23468,missing,71093.1,71093.1,missing,BROAD:SEQUENCING_SAMPLE:71093.1,BROAD:SEQUENCING_SAMPLE:71093.1,7267,missing,,,,,,
SRR578543,AMPLICON,390,480750,PRJNA82111,SAMN01737441,1271244,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190637,16S V3-V5 region,pop,454 GS FLX Titanium,99009286,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8137,G8137,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7242B,yes,SRP015953,23265,23265,missing,68757.1,68757.1,missing,BROAD:SEQUENCING_SAMPLE:68757.1,BROAD:SEQUENCING_SAMPLE:68757.1,7242B,missing,,,,,,
SRR578544,AMPLICON,595,2722891,PRJNA82111,SAMN01737490,6006402,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190697,16S V3-V5 region,pop,454 GS FLX Titanium,97797851,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8051,G8051,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100166,yes,SRP015953,23264,23264,missing,68671.1,68671.1,missing,BROAD:SEQUENCING_SAMPLE:68671.1,BROAD:SEQUENCING_SAMPLE:68671.1,100166,missing,,,,,,
SRR578545,AMPLICON,530,3193246,PRJNA82111,SAMN01737570,7354683,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190566,16S V3-V5 region,pop,454 GS FLX Titanium,99443795,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8260,G8260,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7160,yes,SRP015953,23468,23468,missing,71118.1,71118.1,missing,BROAD:SEQUENCING_SAMPLE:71118.1,BROAD:SEQUENCING_SAMPLE:71118.1,7160,missing,,,,,,
SRR578546,AMPLICON,542,6862742,PRJNA82111,SAMN01737493,15574403,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190538,16S V3-V5 region,pop,454 GS FLX Titanium,99443150,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8217,G8217,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7251,yes,SRP015953,23468,23468,missing,71075.1,71075.1,missing,BROAD:SEQUENCING_SAMPLE:71075.1,BROAD:SEQUENCING_SAMPLE:71075.1,7251,missing,,,,,,
SRR579603,AMPLICON,540,6182966,PRJNA82111,SAMN00001773,14021532,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191207,16S V3-V5 region,pop,454 GS FLX Titanium,99443792,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8263,G8263,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7174,yes,SRP015953,23468,23468,missing,71121.1,71121.1,missing,BROAD:SEQUENCING_SAMPLE:71121.1,BROAD:SEQUENCING_SAMPLE:71121.1,7174,missing,,,,,,
SRR579604,AMPLICON,596,3036838,PRJNA82111,SAMN00001852,6712544,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191212,16S V3-V5 region,pop,454 GS FLX Titanium,97797844,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8058,G8058,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100173,yes,SRP015953,23264,23264,missing,68678.1,68678.1,missing,BROAD:SEQUENCING_SAMPLE:68678.1,BROAD:SEQUENCING_SAMPLE:68678.1,100173,missing,,,,,,
SRR579605,AMPLICON,596,3083036,PRJNA82111,SAMN00001844,6807544,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191237,16S V3-V5 region,pop,454 GS FLX Titanium,97797884,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8017,G8017,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100095,yes,SRP015953,23264,23264,missing,68637.1,68637.1,missing,BROAD:SEQUENCING_SAMPLE:68637.1,BROAD:SEQUENCING_SAMPLE:68637.1,100095,missing,,,,,,
SRR579606,AMPLICON,549,3872138,PRJNA82111,SAMN01737455,8290061,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191214,16S V3-V5 region,pop,454 GS FLX Titanium,85246366,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-04T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH103562,yes,SRP015953,21011,21011,missing,37080.1,37080.1,Colon,BROAD:SEQUENCING_SAMPLE:37080.1,BROAD:SEQUENCING_SAMPLE:37080.1,MGH103562,missing,10/06/08,Human,Colon,,,
SRR579607,AMPLICON,543,3632025,PRJNA82111,SAMN01737470,7842252,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191233,16S V3-V5 region,pop,454 GS FLX Titanium,85246735,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-04T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.Inf MGH103120,yes,SRP015953,21011,21011,missing,37094.1,37094.1,Colon,BROAD:SEQUENCING_SAMPLE:37094.1,BROAD:SEQUENCING_SAMPLE:37094.1,Inf MGH103120,missing,29/04/08,Human,Colon,,,
SRR579608,AMPLICON,594,3533891,PRJNA82111,SAMN00001840,7790741,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191232,16S V3-V5 region,pop,454 GS FLX Titanium,97797849,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8053,G8053,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100168,yes,SRP015953,23264,23264,missing,68673.1,68673.1,missing,BROAD:SEQUENCING_SAMPLE:68673.1,BROAD:SEQUENCING_SAMPLE:68673.1,100168,missing,,,,,,
SRR579609,AMPLICON,603,2032946,PRJNA82111,SAMN00001851,4468203,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191229,16S V3-V5 region,pop,454 GS FLX Titanium,97797841,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8070,G8070,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100188,yes,SRP015953,23264,23264,missing,68690.1,68690.1,missing,BROAD:SEQUENCING_SAMPLE:68690.1,BROAD:SEQUENCING_SAMPLE:68690.1,100188,missing,,,,,,
SRR579610,AMPLICON,564,7215944,PRJNA82111,SAMN00001772,16154125,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191230,16S V3-V5 region,pop,454 GS FLX Titanium,99443141,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8266,G8266,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7221,yes,SRP015953,23468,23468,missing,71124.1,71124.1,missing,BROAD:SEQUENCING_SAMPLE:71124.1,BROAD:SEQUENCING_SAMPLE:71124.1,7221,missing,,,,,,
SRR579611,AMPLICON,593,3454397,PRJNA82111,SAMN00001843,7640374,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191213,16S V3-V5 region,pop,454 GS FLX Titanium,97797865,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8046,G8046,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100161,yes,SRP015953,23264,23264,missing,68666.1,68666.1,missing,BROAD:SEQUENCING_SAMPLE:68666.1,BROAD:SEQUENCING_SAMPLE:68666.1,100161,missing,,,,,,
SRR579612,AMPLICON,585,2949965,PRJNA82111,SAMN00001845,6574083,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191215,16S V3-V5 region,pop,454 GS FLX Titanium,97797910,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7995,G7995,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100065,yes,SRP015953,23264,23264,missing,68615.1,68615.1,missing,BROAD:SEQUENCING_SAMPLE:68615.1,BROAD:SEQUENCING_SAMPLE:68615.1,100065,missing,,,,,,
SRR579613,AMPLICON,594,2811837,PRJNA82111,SAMN00001841,6200468,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191217,16S V3-V5 region,pop,454 GS FLX Titanium,97797915,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7987,G7987,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100047,yes,SRP015953,23264,23264,missing,68607.1,68607.1,missing,BROAD:SEQUENCING_SAMPLE:68607.1,BROAD:SEQUENCING_SAMPLE:68607.1,100047,missing,,,,,,
SRR579614,AMPLICON,591,2831782,PRJNA82111,SAMN00001839,6284131,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191225,16S V3-V5 region,pop,454 GS FLX Titanium,97797902,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8000,G8000,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100072,yes,SRP015953,23264,23264,missing,68620.1,68620.1,missing,BROAD:SEQUENCING_SAMPLE:68620.1,BROAD:SEQUENCING_SAMPLE:68620.1,100072,missing,,,,,,
SRR579615,AMPLICON,406,709145,PRJNA82111,SAMN00001834,1817883,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191231,16S V3-V5 region,pop,454 GS FLX Titanium,99443840,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8215,G8215,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.MGH102376,yes,SRP015953,23468,23468,missing,37096.3,37096.3,Colon,BROAD:SEQUENCING_SAMPLE:37096.3,BROAD:SEQUENCING_SAMPLE:37096.3,MGH102376,missing,28/02/08,Homo sapiens,,,,
SRR579616,AMPLICON,596,3353111,PRJNA82111,SAMN00001768,7383703,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191216,16S V3-V5 region,pop,454 GS FLX Titanium,99009305,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8108,G8108,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7848,yes,SRP015953,23265,23265,missing,68728.1,68728.1,missing,BROAD:SEQUENCING_SAMPLE:68728.1,BROAD:SEQUENCING_SAMPLE:68728.1,7848,missing,,,,,,
SRR579617,AMPLICON,290,648639,PRJNA82111,SAMN00001835,1887663,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191235,16S V3-V5 region,pop,454 GS FLX Titanium,99443842,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8213,G8213,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.MGH103803,yes,SRP015953,23468,23468,missing,37092.3,37092.3,Colon,BROAD:SEQUENCING_SAMPLE:37092.3,BROAD:SEQUENCING_SAMPLE:37092.3,MGH103803,missing,24/06/08,Homo sapiens,,,,
SRR579618,AMPLICON,595,3165929,PRJNA82111,SAMN00001842,6939191,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191228,16S V3-V5 region,pop,454 GS FLX Titanium,97797853,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8049,G8049,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100164,yes,SRP015953,23264,23264,missing,68669.1,68669.1,missing,BROAD:SEQUENCING_SAMPLE:68669.1,BROAD:SEQUENCING_SAMPLE:68669.1,100164,missing,,,,,,
SRR579619,AMPLICON,592,2898434,PRJNA82111,SAMN00001838,6404875,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191234,16S V3-V5 region,pop,454 GS FLX Titanium,97797857,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8038,G8038,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100150,yes,SRP015953,23264,23264,missing,68658.1,68658.1,missing,BROAD:SEQUENCING_SAMPLE:68658.1,BROAD:SEQUENCING_SAMPLE:68658.1,100150,missing,,,,,,
SRR579620,AMPLICON,537,4796926,PRJNA82111,SAMN00001757,10976469,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191222,16S V3-V5 region,pop,454 GS FLX Titanium,99443827,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8225,G8225,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7037,yes,SRP015953,23468,23468,missing,71083.1,71083.1,missing,BROAD:SEQUENCING_SAMPLE:71083.1,BROAD:SEQUENCING_SAMPLE:71083.1,7037,missing,,,,,,
SRR579621,AMPLICON,595,3213115,PRJNA82111,SAMN00001752,7075139,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191226,16S V3-V5 region,pop,454 GS FLX Titanium,99009318,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8102,G8102,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100229,yes,SRP015953,23265,23265,missing,68722.1,68722.1,missing,BROAD:SEQUENCING_SAMPLE:68722.1,BROAD:SEQUENCING_SAMPLE:68722.1,100229,missing,,,,,,
SRR579622,AMPLICON,398,1231433,PRJNA82111,SAMN00001771,3140482,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191238,16S V3-V5 region,pop,454 GS FLX Titanium,99443810,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8256,G8256,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7145,yes,SRP015953,23468,23468,missing,71114.1,71114.1,missing,BROAD:SEQUENCING_SAMPLE:71114.1,BROAD:SEQUENCING_SAMPLE:71114.1,7145,missing,,,,,,
SRR579623,AMPLICON,599,2765116,PRJNA82111,SAMN00001850,6105058,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191223,16S V3-V5 region,pop,454 GS FLX Titanium,97797839,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8068,G8068,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100171,yes,SRP015953,23264,23264,missing,68688.1,68688.1,missing,BROAD:SEQUENCING_SAMPLE:68688.1,BROAD:SEQUENCING_SAMPLE:68688.1,100171,missing,,,,,,
SRR579624,AMPLICON,538,691300,PRJNA82111,SAMN00001754,1605811,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191219,16S V3-V5 region,pop,454 GS FLX Titanium,99009280,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8131,G8131,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7094C,yes,SRP015953,23265,23265,missing,68751.1,68751.1,missing,BROAD:SEQUENCING_SAMPLE:68751.1,BROAD:SEQUENCING_SAMPLE:68751.1,7094C,missing,,,,,,
SRR579625,AMPLICON,382,1535575,PRJNA82111,SAMN00001755,3986515,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191227,16S V3-V5 region,pop,454 GS FLX Titanium,99443811,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8244,G8244,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7111,yes,SRP015953,23468,23468,missing,71102.1,71102.1,missing,BROAD:SEQUENCING_SAMPLE:71102.1,BROAD:SEQUENCING_SAMPLE:71102.1,7111,missing,,,,,,
SRR579626,AMPLICON,208,32953,PRJNA82111,SAMN00001764,150252,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191210,16S V3-V5 region,pop,454 GS FLX Titanium,99009260,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8159,G8159,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7646,yes,SRP015953,23265,23265,missing,68779.1,68779.1,missing,BROAD:SEQUENCING_SAMPLE:68779.1,BROAD:SEQUENCING_SAMPLE:68779.1,7646,missing,,,,,,
SRR579627,AMPLICON,594,3125138,PRJNA82111,SAMN00001750,6879149,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191224,16S V3-V5 region,pop,454 GS FLX Titanium,99009383,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8098,G8098,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100225,yes,SRP015953,23265,23265,missing,68718.1,68718.1,missing,BROAD:SEQUENCING_SAMPLE:68718.1,BROAD:SEQUENCING_SAMPLE:68718.1,100225,missing,,,,,,
SRR579628,AMPLICON,562,3849138,PRJNA82111,SAMN01737425,8278609,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191220,16S V3-V5 region,pop,454 GS FLX Titanium,85246752,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-04T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH101598,yes,SRP015953,21011,21011,missing,37086.1,37086.1,Colon,BROAD:SEQUENCING_SAMPLE:37086.1,BROAD:SEQUENCING_SAMPLE:37086.1,MGH101598,missing,18/11/08,Human,Colon,,,
SRR579629,AMPLICON,587,2907845,PRJNA82111,SAMN00001767,6438836,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191211,16S V3-V5 region,pop,454 GS FLX Titanium,99009314,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8117,G8117,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7899,yes,SRP015953,23265,23265,missing,68737.1,68737.1,missing,BROAD:SEQUENCING_SAMPLE:68737.1,BROAD:SEQUENCING_SAMPLE:68737.1,7899,missing,,,,,,
SRR579630,AMPLICON,590,2840744,PRJNA82111,SAMN00001848,6262039,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191239,16S V3-V5 region,pop,454 GS FLX Titanium,99009332,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8087,G8087,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100210,yes,SRP015953,23265,23265,missing,68707.1,68707.1,missing,BROAD:SEQUENCING_SAMPLE:68707.1,BROAD:SEQUENCING_SAMPLE:68707.1,100210,missing,,,,,,
SRR579631,AMPLICON,468,1631197,PRJNA82111,SAMN00001753,3911489,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191208,16S V3-V5 region,pop,454 GS FLX Titanium,99443837,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8218,G8218,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7007,yes,SRP015953,23468,23468,missing,71076.1,71076.1,missing,BROAD:SEQUENCING_SAMPLE:71076.1,BROAD:SEQUENCING_SAMPLE:71076.1,7007,missing,,,,,,
SRR579632,AMPLICON,478,2719459,PRJNA82111,SAMN00001770,6512062,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191209,16S V3-V5 region,pop,454 GS FLX Titanium,99443793,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8262,G8262,1,2012-10-04T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7168,yes,SRP015953,23468,23468,missing,71120.1,71120.1,missing,BROAD:SEQUENCING_SAMPLE:71120.1,BROAD:SEQUENCING_SAMPLE:71120.1,7168,missing,,,,,,
SRR579633,AMPLICON,585,2628075,PRJNA82111,SAMN00001849,5843207,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191236,16S V3-V5 region,pop,454 GS FLX Titanium,97797845,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8057,G8057,1,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100172,yes,SRP015953,23264,23264,missing,68677.1,68677.1,missing,BROAD:SEQUENCING_SAMPLE:68677.1,BROAD:SEQUENCING_SAMPLE:68677.1,100172,missing,,,,,,
SRR579634,AMPLICON,585,2732686,PRJNA82111,SAMN00001846,6057154,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191218,16S V3-V5 region,pop,454 GS FLX Titanium,99009373,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8086,G8086,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100209,yes,SRP015953,23265,23265,missing,68706.1,68706.1,missing,BROAD:SEQUENCING_SAMPLE:68706.1,BROAD:SEQUENCING_SAMPLE:68706.1,100209,missing,,,,,,
SRR579635,AMPLICON,592,2970312,PRJNA82111,SAMN00001847,6532424,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX191221,16S V3-V5 region,pop,454 GS FLX Titanium,99009336,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8091,G8091,2,2012-10-04T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100216,yes,SRP015953,23265,23265,missing,68711.1,68711.1,missing,BROAD:SEQUENCING_SAMPLE:68711.1,BROAD:SEQUENCING_SAMPLE:68711.1,100216,missing,,,,,,
